timestamp,price,daily_return,MA_5,MA_15,volatility_7
2025-06-05 11:03:41.924,2.1990929459210364,-0.0030139717812271982,2.196034280101352,2.2032490758766783,0.003884935686350407
2025-06-05 12:03:35.177,2.2029045857167993,0.001733278169453012,2.1982064450477994,2.2031224810777403,0.003724755620910255
2025-06-05 13:03:55.066,2.2199361001219007,0.007731389963746338,2.2042977411831073,2.203618168793429,0.004402228035430168
2025-06-05 14:03:47.923,2.2126706845761683,-0.00327280390878526,2.2080690606696987,2.203929461091633,0.004177907815217039
2025-06-05 15:03:49.436,2.1984914422436317,-0.006408202734991542,2.2066191517159073,2.2036635508590487,0.00507627786275715
2025-06-05 16:03:30.895,2.197007539734963,-0.0006749639685448283,2.206202070478693,2.2028597208012552,0.005054968314772521
2025-06-05 17:03:29.777,2.1735918270648376,-0.010658002872830474,2.2003395187483004,2.2007909724843535,0.005879188503926456
2025-06-05 18:03:48.603,2.171091577535958,-0.0011502847488417123,2.190570614231112,2.198245253158862,0.005872063337745404
2025-06-05 19:03:37.543,2.164080927128111,-0.0032290901408237316,2.1808526627415,2.195537240524081,0.005668420399506125
2025-06-05 20:03:44.452,2.138606871464212,-0.011771304549920258,2.1688757485856165,2.190686225964238,0.004450145692689758
2025-06-05 21:03:30.406,2.0909449874324872,-0.022286416763962258,2.147663238125121,2.1832998629017215,0.007651307434273071
2025-06-05 22:03:22.611,2.097898399139981,0.0033254876380233167,2.1325245525401497,2.177023505445417,0.008793451067663936
2025-06-05 23:03:52.729,2.098374292700064,0.00022684299691455578,2.117981095572971,2.17094981699573,0.008901266399542538
2025-06-06 00:03:40.839,2.0965298132821326,-0.0008790040100795649,2.1044708728037755,2.1644641987383246,0.008908423956298771
2025-06-06 01:03:27.263,2.098082670827496,0.0007406799252391849,2.096366032676432,2.1572869776593184,0.009075581045003849
2025-06-06 02:03:29.101,2.102372198709495,0.0020444989807322234,2.0986514749318337,2.1508389278452156,0.009442938447652946
2025-06-06 03:03:25.450,2.1060305591416295,0.0017401107350925038,2.1002779069321633,2.1443806594068713,0.008979640563889977
2025-06-06 04:03:51.308,2.122333885886423,0.007741258394388328,2.1050698255694353,2.137873845124506,0.0028190107604830427
2025-06-06 05:03:26.828,2.1352004552367196,0.006062462384387013,2.1128039539603525,2.132709163168543,0.003178639402262975
2025-06-06 06:03:40.023,2.136717837245636,0.0007106508455423377,2.1205309872439804,2.128590922835343,0.00312514356256453
2025-06-06 07:03:33.119,2.1283976454266997,-0.0038939122770002,2.1257360765874216,2.1240169298814586,0.0038151921531929564
2025-06-06 08:03:23.496,2.1292853098601427,0.0004170576092068501,2.130387026731124,2.1210631620678124,0.003837206990132413
2025-06-06 09:03:38.819,2.1364289321570498,0.0033549389853144707,2.1332060359852494,2.118752319042552,0.0038649210626799714
2025-06-06 10:03:29.227,2.1453234051084498,0.004163243072363709,2.1352306259595957,2.1175018175745746,0.003914131347760031
2025-06-06 11:03:35.164,2.149806195090005,0.002089563732386779,2.137848297528469,2.1182484391496272,0.0032083700792240625
2025-06-06 12:03:38.120,2.150728916143202,0.0004292112727670716,2.14231455167177,2.1222340343970085,0.002627680945964978
2025-06-06 13:03:45.882,2.1583804005767133,0.0035576238251504577,2.1481335698150845,2.126266167826124,0.0027841165473896164
2025-06-06 14:03:46.683,2.171553649649933,0.0061033027679919805,2.1551585133136606,2.131144791622782,0.0020582389180553015
2025-06-06 15:03:41.646,2.1793039537547703,0.0035690134140073937,2.1619546230429245,2.136663067654291,0.0017534754154985533
2025-06-06 16:04:01.539,2.1839951009734215,0.0021525896883585194,2.168792404219608,2.142390562997353,0.0018079639404032072
2025-06-06 17:04:03.718,2.1765319529580003,-0.0034171999800250985,2.173953011582568,2.1473345466139198,0.0029870929898026533
2025-06-06 18:03:46.965,2.171022248641646,-0.0025314143947513523,2.1764813811955546,2.151667325913921,0.0034556886479684447
2025-06-06 19:03:52.526,2.16985734959324,-0.0005365670707128123,2.176142121184216,2.1548355568277087,0.0035200079916762124
2025-06-06 20:02:15.546,2.1736069371127757,0.0017280341125829324,2.175002717855817,2.157395988952779,0.0033873527394127894
2025-06-06 21:03:39.895,2.1774138943239185,0.0017514469364914298,2.173686476525916,2.160109059424664,0.002605911665266393
2025-06-06 22:03:44.147,2.1755325786102353,-0.0008640138278659393,2.1734866016563634,2.163251388303567,0.0022130609504397753
2025-06-06 23:03:43.726,2.169224222116121,-0.0028996837630187455,2.1731269963512583,2.1659139824539655,0.0021227018992548115
2025-06-07 00:03:41.146,2.163852346114403,-0.0024764042125980934,2.171925995655491,2.1677422100511223,0.001965691814167542
2025-06-07 01:03:43.207,2.164657509331519,0.0003720971158507336,2.170136110099239,2.16903115033266,0.0018504496950723156
2025-06-07 02:03:34.633,2.1625978602200155,-0.0009514896017611685,2.1671729032784586,2.169883928007994,0.0018614980910538214
